"JP_Kanji","JP_Kana","JP_Roma","org_Longitude","org_Latitude","Classification",lon,lat
"碧南市","へきなんし","Hekinan Shi","136 ゚ 59’","34 ゚ 53’","Municipality",136.9833333333,34.8833333333
"部子山","へこさん","Heko San","136 ゚ 26’","35 ゚ 53’","Mountain",136.4333333333,35.8833333333
"艫作崎","へなしざき","Henashi Zaki","139 ゚ 50’","40 ゚ 36’","Cape",139.8333333333,40.6
"平安名崎","へんなざき","Henna Zaki","125 ゚ 28’","24 ゚ 42’","Cape",125.4666666667,24.7
"涸沼","ひぬま","Hi Numa","140 ゚ 29’","36 ゚ 16’","Lake",140.4833333333,36.2666666667
"日山","ひやま","Hi Yama","140 ゚ 40’","37 ゚ 32’","Mountain",140.6666666667,37.5333333333
"火崎","ひざき","Hi Zaki","131 ゚ 08’","31 ゚ 16’","Cape",131.1333333333,31.2666666667
"檜原湖","ひばらこ","Hibara Ko","140 ゚ 03’","37 ゚ 41’","Lake",140.05,37.6833333333
"響灘","ひびきなだ","Hibiki Nada","130 ゚ 36’","33 ゚ 57’","Sea Area",130.6,33.95
"日振島","ひぶりしま","Hiburi Shima","132 ゚ 17’","33 ゚ 09’","Island",132.2833333333,33.15
"七宗町","ひちそうちょう","Hichiso Cho","137 ゚ 07’","35 ゚ 32’","Municipality",137.1166666667,35.5333333333
"飛驒川","ひだがわ","Hida Gawa","137 ゚ 13’","35 ゚ 46’","River",137.2166666667,35.7666666667
"飛驒高地","ひだこうち","Hida Kochi","137 ゚ 10’","36 ゚ 30’","Extensive natural feature",137.1666666667,36.5
"飛驒山脈","ひださんみゃく","Hida Sanmyaku","137 ゚ 37’","36 ゚ 26’","Extensive natural feature",137.6166666667,36.4333333333
"飛驒市","ひだし","Hida Shi","137 ゚ 11’","36 ゚ 14’","Municipality",137.1833333333,36.2333333333
"日高町","ひだかちょう","Hidaka Cho","135 ゚ 08’","33 ゚ 55’","Municipality",135.1333333333,33.9166666667
"日高町","ひだかちょう","Hidaka Cho","142 ゚ 04’","42 ゚ 28’","Municipality",142.0666666667,42.4666666667
"日高川","ひだかがわ","Hidaka Gawa","135 ゚ 08’","33 ゚ 52’","River",135.1333333333,33.8666666667
"日高村","ひだかむら","Hidaka Mura","133 ゚ 22’","33 ゚ 32’","Municipality",133.3666666667,33.5333333333
"日高山脈","ひだかさんみゃく","Hidaka Sanmyaku","142 ゚ 47’","42 ゚ 35’","Extensive natural feature",142.7833333333,42.5833333333
"日高市","ひだかし","Hidaka Shi","139 ゚ 20’","35 ゚ 54’","Municipality",139.3333333333,35.9
"日高舟状海盆","ひだかしゅうじょうかいぼん","Hidaka Shujokaibon","142 ゚ 09’","41 ゚ 48’","Undersea feature",142.15,41.8
"日高川町","ひだかがわちょう","Hidakagawa Cho","135 ゚ 11’","33 ゚ 54’","Municipality",135.1833333333,33.9
"日高幌別川","ひだかほろべつがわ","Hidaka-horobetsu Gawa","142 ゚ 53’","42 ゚ 11’","River",142.8833333333,42.1833333333
"比叡山","ひえいざん","Hiei Zan","135 ゚ 50’","35 ゚ 04’","Mountain",135.8333333333,35.0666666667
"日吉津村","ひえづそん","Hiezu Son","133 ゚ 22’","35 ゚ 26’","Municipality",133.3666666667,35.4333333333
"東水道","ひがしすいどう","Higashi Suido","129 ゚ 23’","33 ゚ 51’","Sea Area",129.3833333333,33.85
"東吾妻町","ひがしあがつままち","Higashiagatsuma Machi","138 ゚ 49’","36 ゚ 34’","Municipality",138.8166666667,36.5666666667
"東吾妻山","ひがしあづまやま","Higashiazuma Yama","140 ゚ 13’","37 ゚ 42’","Mountain",140.2166666667,37.7
"東秩父村","ひがしちちぶむら","Higashichichibu Mura","139 ゚ 11’","36 ゚ 03’","Municipality",139.1833333333,36.05
"東通村","ひがしどおりむら","Higashidori Mura","141 ゚ 19’","41 ゚ 16’","Municipality",141.3166666667,41.2666666667
"東広島市","ひがしひろしまし","Higashihiroshima Shi","132 ゚ 44’","34 ゚ 25’","Municipality",132.7333333333,34.4166666667
"東伊豆町","ひがしいずちょう","Higashiizu Cho","139 ゚ 02’","34 ゚ 46’","Municipality",139.0333333333,34.7666666667
"東出雲町","ひがしいずもちょう","Higashiizumo Cho","133 ゚ 09’","35 ゚ 25’","Municipality",133.15,35.4166666667
"東島","ひがしじま","Higashijima","142 ゚ 14’","27 ゚ 05’","Island",142.2333333333,27.0833333333
"東かがわ市","ひがしかがわし","Higashikagawa Shi","134 ゚ 21’","34 ゚ 14’","Municipality",134.35,34.2333333333
"東神楽町","ひがしかぐらちょう","Higashikagura Cho","142 ゚ 27’","43 ゚ 41’","Municipality",142.45,43.6833333333
"東川町","ひがしかわちょう","Higashikawa Cho","142 ゚ 30’","43 ゚ 41’","Municipality",142.5,43.6833333333
"東頚城丘陵","ひがしくびききゅうりょう","Higashikubiki Kyuryo","138 ゚ 35’","37 ゚ 15’","Extensive natural feature",138.5833333333,37.25
"東久留米市","ひがしくるめし","Higashikurume Shi","139 ゚ 31’","35 ゚ 45’","Municipality",139.5166666667,35.75
"東串良町","ひがしくしらちょう","Higashikushira Cho","130 ゚ 58’","31 ゚ 23’","Municipality",130.9666666667,31.3833333333
"東松島市","ひがしまつしまし","Higashimatsushima Shi","141 ゚ 12’","38 ゚ 25’","Municipality",141.2,38.4166666667
"東松山市","ひがしまつやまし","Higashimatsuyama Shi","139 ゚ 24’","36 ゚ 02’","Municipality",139.4,36.0333333333
"東みよし町","ひがしみよしちょう","Higashimiyoshi Cho","133 ゚ 56’","34 ゚ 02’","Municipality",133.9333333333,34.0333333333
"東村山市","ひがしむらやまし","Higashimurayama Shi","139 ゚ 28’","35 ゚ 45’","Municipality",139.4666666667,35.75
"東成瀬村","ひがしなるせむら","Higashinaruse Mura","140 ゚ 38’","39 ゚ 10’","Municipality",140.6333333333,39.1666666667
"東根市","ひがしねし","Higashine Shi","140 ゚ 23’","38 ゚ 25’","Municipality",140.3833333333,38.4166666667
"東近江市","ひがしおうみし","Higashiomi Shi","136 ゚ 12’","35 ゚ 06’","Municipality",136.2,35.1
"東大阪市","ひがしおおさかし","Higashiosaka Shi","135 ゚ 36’","34 ゚ 40’","Municipality",135.6,34.6666666667
"東シナ海","ひがししなかい","Higashishina Kai","124 ゚ 57’","30 ゚ 47’","Sea Area",124.95,30.7833333333
"東白川村","ひがししらかわむら","Higashishirakawa Mura","137 ゚ 19’","35 ゚ 38’","Municipality",137.3166666667,35.6333333333
"東村","ひがしそん","Higashison","128 ゚ 09’","26 ゚ 37’","Municipality",128.15,26.6166666667
"東彼杵町","ひがしそのぎちょう","Higashisonogi Cho","129 ゚ 55’","33 ゚ 02’","Municipality",129.9166666667,33.0333333333
"東太郎山","ひがしたろうやま","Higashitaro Yama","138 ゚ 15’","36 ゚ 26’","Mountain",138.25,36.4333333333
"東床尾山","ひがしとこのおさん","Higashitokonoo San","134 ゚ 54’","35 ゚ 25’","Mountain",134.9,35.4166666667
"東浦町","ひがしうらちょう","Higashiura Cho","136 ゚ 57’","34 ゚ 58’","Municipality",136.95,34.9666666667
"東山","ひがしやま","Higashiyama","139 ゚ 48’","33 ゚ 05’","Mountain",139.8,33.0833333333
"東山","ひがしやま","Higashiyama","137 ゚ 57’","36 ゚ 46’","Mountain",137.95,36.7666666667
"東大和市","ひがしやまとし","Higashiyamato Shi","139 ゚ 25’","35 ゚ 44’","Municipality",139.4166666667,35.7333333333
"東与賀町","ひがしよかちょう","Higashiyoka Cho","130 ゚ 17’","33 ゚ 12’","Municipality",130.2833333333,33.2
"東吉野村","ひがしよしのむら","Higashiyoshino Mura","135 ゚ 58’","34 ゚ 24’","Municipality",135.9666666667,34.4
"斐伊川","ひいかわ","Hii Kawa","132 ゚ 52’","35 ゚ 25’","River",132.8666666667,35.4166666667
"肱川","ひじかわ","Hiji Kawa","132 ゚ 28’","33 ゚ 36’","River",132.4666666667,33.6
"日出町","ひじまち","Hiji Machi","131 ゚ 31’","33 ゚ 22’","Municipality",131.5166666667,33.3666666667
"聖岳","ひじりだけ","Hijiri Dake","138 ゚ 08’","35 ゚ 25’","Mountain",138.1333333333,35.4166666667
"光市","ひかりし","Hikari Shi","131 ゚ 56’","33 ゚ 57’","Municipality",131.9333333333,33.95
"斐川町","ひかわちょう","Hikawa Cho","132 ゚ 50’","35 ゚ 23’","Municipality",132.8333333333,35.3833333333
"氷川町","ひかわちょう","Hikawa Cho","130 ゚ 40’","32 ゚ 34’","Municipality",130.6666666667,32.5666666667
"日置川","ひきがわ","Hiki Gawa","135 ゚ 26’","33 ゚ 33’","River",135.4333333333,33.55
"英彦山","ひこさん","Hiko San","130 ゚ 54’","33 ゚ 28’","Mountain",130.9,33.4666666667
"彦根市","ひこねし","Hikone Shi","136 ゚ 15’","35 ゚ 16’","Municipality",136.25,35.2666666667
"姫川","ひめかわ","Hime Kawa","137 ゚ 49’","37 ゚ 02’","River",137.8166666667,37.0333333333
"姫崎","ひめさき","Hime Saki","138 ゚ 33’","38 ゚ 05’","Cape",138.55,38.0833333333
"姫島","ひめしま","Hime Shima","128 ゚ 41’","32 ゚ 47’","Island",128.6833333333,32.7833333333
"姫島","ひめしま","Hime Shima","131 ゚ 39’","33 ゚ 43’","Island",131.65,33.7166666667
"姫戸","ひめど","Himedo","130 ゚ 24’","32 ゚ 26’","Populated area",130.4,32.4333333333
"姫路市","ひめじし","Himeji Shi","134 ゚ 41’","34 ゚ 48’","Municipality",134.6833333333,34.8
"姫神岳","ひめかみだけ","Himekami Dake","141 ゚ 14’","39 ゚ 50’","Mountain",141.2333333333,39.8333333333
"姫島村","ひめしまむら","Himeshima Mura","131 ゚ 38’","33 ゚ 43’","Municipality",131.6333333333,33.7166666667
"氷見市","ひみし","Himi Shi","136 ゚ 59’","36 ゚ 51’","Municipality",136.9833333333,36.85
"日奈久","ひなぐ","Hinagu","130 ゚ 34’","32 ゚ 25’","Populated area",130.5666666667,32.4166666667
"日野町","ひのちょう","Hino Cho","133 ゚ 26’","35 ゚ 14’","Municipality",133.4333333333,35.2333333333
"日野町","ひのちょう","Hino Cho","136 ゚ 14’","35 ゚ 01’","Municipality",136.2333333333,35.0166666667
"日野川","ひのがわ","Hino Gawa","136 ゚ 01’","35 ゚ 09’","River",136.0166666667,35.15
"日野川","ひのがわ","Hino Gawa","133 ゚ 22’","35 ゚ 27’","River",133.3666666667,35.45
"日野川","ひのがわ","Hino Gawa","136 ゚ 12’","35 ゚ 46’","River",136.2,35.7666666667
"日野市","ひのし","Hino Shi","139 ゚ 23’","35 ゚ 40’","Municipality",139.3833333333,35.6666666667
"日の出町","ひのでまち","Hinode Machi","139 ゚ 15’","35 ゚ 44’","Municipality",139.25,35.7333333333
"檜枝岐村","ひのえまたむら","Hinoemata Mura","139 ゚ 23’","37 ゚ 01’","Municipality",139.3833333333,37.0166666667
"檜原村","ひのはらむら","Hinohara Mura","139 ゚ 08’","35 ゚ 43’","Municipality",139.1333333333,35.7166666667
"日之影町","ひのかげちょう","Hinokage Cho","131 ゚ 23’","32 ゚ 39’","Municipality",131.3833333333,32.65
"日ノ御埼","ひのみさき","Hinomisaki","135 ゚ 02’","33 ゚ 52’","Cape",135.0333333333,33.8666666667
"日御碕","ひのみさき","Hinomisaki","132 ゚ 37’","35 ゚ 26’","Cape",132.6166666667,35.4333333333
"丁岳","ひのとだけ","Hinoto Dake","140 ゚ 13’","39 ゚ 01’","Mountain",140.2166666667,39.0166666667
"日置市","ひおきし","Hioki Shi","130 ゚ 24’","31 ゚ 38’","Municipality",130.4,31.6333333333
"平島","ひらじま","Hira Jima","142 ゚ 08’","26 ゚ 34’","Island",142.1333333333,26.5666666667
"平瀬","ひらせ","Hira Se","130 ゚ 03’","30 ゚ 02’","Island",130.05,30.0333333333
"平島","ひらしま","Hira Shima","129 ゚ 13’","33 ゚ 00’","Island",129.2166666667,33
"平戸市","ひらどし","Hirado Shi","129 ゚ 33’","33 ゚ 22’","Municipality",129.55,33.3666666667
"平戸島","ひらどしま","Hirado Shima","129 ゚ 27’","33 ゚ 15’","Island",129.45,33.25
"平ガ岳","ひらがたけ","Hiragatake","139 ゚ 10’","37 ゚ 00’","Mountain",139.1666666667,37
"平泉町","ひらいずみちょう","Hiraizumi Cho","141 ゚ 06’","38 ゚ 59’","Municipality",141.1,38.9833333333
"枚方市","ひらかたし","Hirakata Shi","135 ゚ 39’","34 ゚ 48’","Municipality",135.65,34.8
"平川市","ひらかわし","Hirakawa Shi","140 ゚ 33’","40 ゚ 35’","Municipality",140.55,40.5833333333
"平久保崎","ひらくぼさき","Hirakubo Saki","124 ゚ 17’","24 ゚ 36’","Cape",124.2833333333,24.6
"平内町","ひらないまち","Hiranai Machi","140 ゚ 57’","40 ゚ 55’","Municipality",140.95,40.9166666667
"平根崎","ひらねざき","Hirane Zaki","132 ゚ 08’","33 ゚ 42’","Cape",132.1333333333,33.7
"平野","ひらの","Hirano","124 ゚ 19’","24 ゚ 36’","Populated area",124.3166666667,24.6
"平生町","ひらおちょう","Hirao Cho","132 ゚ 04’","33 ゚ 56’","Municipality",132.0666666667,33.9333333333
"平田村","ひらたむら","Hirata Mura","140 ゚ 34’","37 ゚ 13’","Municipality",140.5666666667,37.2166666667
"平塚市","ひらつかし","Hiratsuka Shi","139 ゚ 20’","35 ゚ 20’","Municipality",139.3333333333,35.3333333333
"平谷村","ひらやむら","Hiraya Mura","137 ゚ 37’","35 ゚ 19’","Municipality",137.6166666667,35.3166666667
"広川町","ひろがわちょう","Hirogawa Cho","135 ゚ 10’","34 ゚ 01’","Municipality",135.1666666667,34.0166666667
"広川町","ひろかわまち","Hirokawa Machi","130 ゚ 33’","33 ゚ 14’","Municipality",130.55,33.2333333333
"洋野町","ひろのちょう","Hirono Cho","141 ゚ 43’","40 ゚ 24’","Municipality",141.7166666667,40.4
"広野町","ひろのまち","Hirono Machi","140 ゚ 59’","37 ゚ 12’","Municipality",140.9833333333,37.2
"広尾町","ひろおちょう","Hiroo Cho","143 ゚ 18’","42 ゚ 17’","Municipality",143.3,42.2833333333
"弘前市","ひろさきし","Hirosaki Shi","140 ゚ 27’","40 ゚ 36’","Municipality",140.45,40.6
"広瀬川","ひろせがわ","Hirose Gawa","140 ゚ 41’","38 ゚ 16’","River",140.6833333333,38.2666666667
"広島","ひろしま","Hiroshima","133 ゚ 42’","34 ゚ 22’","Island",133.7,34.3666666667
"広島県","ひろしまけん","Hiroshima Ken","132 ゚ 27’","34 ゚ 23’","Municipality",132.45,34.3833333333
"広島市","ひろしまし","Hiroshima Shi","132 ゚ 27’","34 ゚ 23’","Municipality",132.45,34.3833333333
"広島湾","ひろしまわん","Hiroshima Wan","132 ゚ 23’","34 ゚ 19’","Sea Area",132.3833333333,34.3166666667
"広田湾","ひろたわん","Hirota Wan","141 ゚ 39’","38 ゚ 57’","Sea Area",141.65,38.95
"広渡川","ひろとがわ","Hiroto Gawa","131 ゚ 24’","31 ゚ 35’","River",131.4,31.5833333333
"蒜山","ひるぜん","Hiru Zen","133 ゚ 40’","35 ゚ 19’","Mountain",133.6666666667,35.3166666667
"蛭ヶ岳","ひるがたけ","Hirugatake","139 ゚ 08’","35 ゚ 29’","Mountain",139.1333333333,35.4833333333
"久賀島","ひさかじま","Hisaka Jima","128 ゚ 51’","32 ゚ 48’","Island",128.85,32.8
"久之浜","ひさのはま","Hisanohama","140 ゚ 59’","37 ゚ 08’","Populated area",140.9833333333,37.1333333333
"久山町","ひさやままち","Hisayama Machi","130 ゚ 30’","33 ゚ 38’","Municipality",130.5,33.6333333333
"菱田川","ひしだがわ","Hishida Gawa","131 ゚ 03’","31 ゚ 26’","River",131.05,31.4333333333
"菱刈町","ひしかりちょう","Hishikari Cho","130 ゚ 38’","32 ゚ 00’","Municipality",130.6333333333,32
"日田市","ひたし","Hita Shi","130 ゚ 56’","33 ゚ 19’","Municipality",130.9333333333,33.3166666667
"日立市","ひたちし","Hitachi Shi","140 ゚ 39’","36 ゚ 35’","Municipality",140.65,36.5833333333
"ひたちなか市","ひたちなかし","Hitachinaka Shi","140 ゚ 32’","36 ゚ 23’","Municipality",140.5333333333,36.3833333333
"常陸大宮市","ひたちおおみやし","Hitachiomiya Shi","140 ゚ 24’","36 ゚ 33’","Municipality",140.4,36.55
"常陸太田市","ひたちおおたし","Hitachiota Shi","140 ゚ 31’","36 ゚ 32’","Municipality",140.5166666667,36.5333333333
"人首","ひとかべ","Hitokabe","141 ゚ 18’","39 ゚ 14’","Populated area",141.3,39.2333333333
"単冠湾","ひとかっぷわん","Hitokappu Wan","147 ゚ 40’","44 ゚ 57’","Sea Area",147.6666666667,44.95
"一ツ瀬川","ひとつせがわ","Hitotsuse Gawa","131 ゚ 30’","32 ゚ 02’","River",131.5,32.0333333333
"人吉市","ひとよしし","Hitoyoshi Shi","130 ゚ 45’","32 ゚ 12’","Municipality",130.75,32.2
"燧灘","ひうちなだ","Hiuchi Nada","133 ゚ 21’","34 ゚ 12’","Sea Area",133.35,34.2
"火打山","ひうちやま","Hiuchi Yama","138 ゚ 03’","36 ゚ 55’","Mountain",138.05,36.9166666667
"燧ヶ岳","ひうちがたけ","Hiuchigatake","139 ゚ 17’","36 ゚ 57’","Mountain",139.2833333333,36.95
"宝達山","ほうだつざん","Hodatsu Zan","136 ゚ 48’","36 ゚ 46’","Mountain",136.8,36.7666666667
"宝達志水町","ほうだつしみずちょう","Hodatsushimizu Cho","136 ゚ 47’","36 ゚ 51’","Municipality",136.7833333333,36.85
"宝永海山","ほうえいかいざん","Hoei Kaizan","138 ゚ 44’","30 ゚ 53’","Undersea feature",138.7333333333,30.8833333333
"防府市","ほうふし","Hofu Shi","131 ゚ 33’","34 ゚ 03’","Municipality",131.55,34.05
"伯耆町","ほうきちょう","Hoki Cho","133 ゚ 24’","35 ゚ 23’","Municipality",133.4,35.3833333333
"箒川","ほうきがわ","Hoki Gawa","140 ゚ 04’","36 ゚ 47’","River",140.0666666667,36.7833333333
"北海道","ほっかいどう","Hokkai Do","141 ゚ 20’","43 ゚ 03’","Municipality",141.3333333333,43.05
"北海岬","ほっかいみさき","Hokkai Misaki","140 ゚ 46’","41 ゚ 08’","Cape",140.7666666667,41.1333333333
"鉾田市","ほこたし","Hokota Shi","140 ゚ 30’","36 ゚ 09’","Municipality",140.5,36.15
"北栄町","ほくえいちょう","Hokuei Cho","133 ゚ 45’","35 ゚ 29’","Municipality",133.75,35.4833333333
"保倉川","ほくらがわ","Hokura Gawa","138 ゚ 23’","37 ゚ 09’","River",138.3833333333,37.15
"北竜町","ほくりゅうちょう","Hokuryu Cho","141 ゚ 52’","43 ゚ 43’","Municipality",141.8666666667,43.7166666667
"北勢","ほくせい","Hokusei","136 ゚ 31’","35 ゚ 09’","Populated area",136.5166666667,35.15
"北西太平洋海盆","ほくせいたいへいようかいぼん","Hokusei-Taiheiyo Kaibon","152 ゚ 30’","38 ゚ 20’","Undersea feature",152.5,38.3333333333
